,,Agricultural Census 1998-1999,survey of state of agriculture in Senegal,Senegal,,*UNKNOWN,,Senegal Agence National de la Statistique et de la Démographie,,http://www.ansd.sn/,,,,,,,1999,Agriculture & Rural Development,,,Link to resource (URL),Agricultural Census 1998-1999,Report,http://www.fao.org/fileadmin/templates/ess/documents/world_census_of_agriculture/main_results_by_country/Senegal_2000.pdf,,,,Senegal Agence National de la Statistique et de la Démographie,,statsenegal@ansd.sn,
,,Survey On Violence Againts Girls At School In Senegal,"This study is entitled ""Violence Against Girls in Schools"" commissioned by the DEMSG, USAID and the MEAP in coordination with the Ministry of Education of Senegal. It is part of the implementation of a strategy of mainstreaming gender in the Middle and Secondary Education General",Senegal,,*UNKNOWN,,Senegal Ministry of Education,,http://www.education.gouv.sn,Birne Brigitte Ndour,Senegal Ministry of Education,,,,,2008,Gender,Education,,Link to resource (URL),Survey On Violence Againts Girls At School In Senegal,Report,http://www.genreenaction.net/IMG/pdf/ETUDE Rapport final,,,,Senegal Ministry of Education,,,
,,"Senegal Poverty Reduction Strategy Paper Ii, 2006","Multi-sectoral povert reduction plan, basis for all sector development plans and investment programs (phase II)",Senegal,,Region,,Senegal Interministerial Steering and Decision-Making Council,International Monetary Fund,,,,,,,,2006,Economic Policy and External Debt,Poverty,Health,Link to resource (URL),Senegal Poverty Reduction Strategy Paper,Report,http://www.imf.org/external/pubs/ft/scr/2007/cr07316.pdf,,,,Senegal Interministerial Steering and Decision-Making Council,,,
,,"Malaria Indicator Survey, 2006","First MIS in Senegal; provides information about use of mosquito nets, prevention of malaria during pregnancy, treatment of fever in young children, indoor residual insecticide spraying. It was conducted from November to December 2006 ",Senegal,,Village,,Measure DHS,Senegal Ministry of Health and Prevention,http://www.measuredhs.com/,Salif Ndiaye ,Centre for Research and Human Development,Mohamed Ayad,"Centre for Research and Human Development  Dakar, Sénégal and Macro International Inc. Calverton, Maryland, USA",,,2006,Health,,,Link to resource (URL),"Malaria Indicator Survey, 2006",Report,"http://www.measuredhs.com/pubs/pdf/MIS1/MIS1.pdf
 http://www.sante.gouv.sn",,,,National Program fighting Malaria,221338694242,,
,,"Malaria Indicator Survey, 2008-2009","This report presents the results of the second National Survey on Malaria in Senegal
(ENPS-II 2008-2009), This
survey was conducted from November 2008 to January 2009. It provides information on household caracteristics, mosquito nets possession and use, fertility and mortality, malaria prevention and treatment, insecticide spraying ",Senegal,,Village,,Senegal Ministry of Health and Prevention,,http://www.sante.gouv.sn,"Salif Ndiaye
",Centre for Research and Human Development,Mouhamed Ayad,"Centre for Research and Human Development  Dakar, Sénégal and Macro International Inc. Calverton, Maryland, USA",,,"2,009",Health,,,Link to resource (URL),"Malaria Indicator Survey, 2009",Report,http://www.measuredhs.com/pubs/pdf/MIS5/MIS/Brevised30Sep200.pdf,,,,"Salif Ndiaye
Centre for Research and human Development  (CRHD)",,crdh@crdhvision.com,
,,"Senegal Demographic and Health Survey, 1997","Key demographic and health indicators for Senegal (1997). Topics include: household and respondent characteristics, fertility and family planning, maternal and child health, nutrition, and HIV/AIDS.",Senegal,,Region,,Measure DHS,,http://www.measuredhs.com,,,,,,,1997,Health,Gender,Education,Link to resource (URL),Final Report,Report,http://www.measuredhs.com/pubs/pub_details.cfm?ID=131&srchTp=advanced,,,,Measure DHS,,info@measuredhs.com,
,,"Senegal Demographic and Health Survey, 1999","Key demographic and health indicators for Senegal (1999). Topics include: household and respondent characteristics, fertility and family planning, maternal and child health, nutrition, and HIV/AIDS.",Senegal,,Region,,Measure DHS,,http://www.measuredhs.com,,,,,,,2000,Health,Gender,Education,Link to resource (URL),Final Report,Report,http://www.measuredhs.com/pubs/pub_details.cfm?ID=281&srchTp=advanced,,,,Measure DHS,,info@measuredhs.com,
,,"Senegal Demographic and Health Survey, 1986","Key demographic and health indicators for Senegal (1986). Topics include: household and respondent characteristics, fertility and family planning, maternal and child health, nutrition, and HIV/AIDS.",Senegal,,Region,,Measure DHS,Senegal Ministry of Economics and Finance,http://www.measuredhs.com,,,,,,,1988,Health,Gender,Education,Link to resource (URL),"Senegal Demographic and Health Survey, 1986",Report,http://www.measuredhs.com/pubs/pub_details.cfm?ID=319&srchTp=advanced,,,,Measure DHS,,info@measuredhs.com,
,,"Senegal Demographic and Health Survey, 2005","Key demographic and health indicators for Senegal (2005). Topics include: household and respondent characteristics, fertility and family planning, maternal and child health, nutrition, and HIV/AIDS.",Senegal,,Region,,Measure DHS,,http://www.measuredhs.com,,,,,,,2006,Health,Gender,Education,Link to resource (URL),Final Report,Report,http://www.measuredhs.com/pubs/pub_details.cfm?ID=583&srchTp=advanced,,,,Measure DHS,,info@measuredhs.com,
,,"Senegal Demographic and Health Survey, 1992","Key demographic and health indicators for Senegal (1992). Topics include: household and respondent characteristics, fertility and family planning, maternal and child health, nutrition, and HIV/AIDS.",Senegal,,Region,,Measure DHS,,http://www.measuredhs.com,,,,,,,1994,Health,Gender,Education,Link to resource (URL),Final Report,Report,http://www.measuredhs.com/pubs/pub_details.cfm?ID=96&srchTp=advanced,,,,Measure DHS,,info@measuredhs.com,
,,Annuaire Statistique 2009,"The health repertoire is a presentation of the national health system, organization and policy. In its second part, the document provides information on the health infrastructures, the resources (human and financial) 
The third section describes the health services offered at each level of the health pyramid. The document also provides information on the epidemiological situation of the country. ",Senegal,,Village,,Senegal Ministry of Health and Prevention,,http://www.sante.gouv.sn,,,,,,,2009,Public Sector,,,Link to resource (URL),Annuaire Statistique 2009,Report,http://www.sante.gouv.sn/,,,,Senegal Ministry of Health and Prevention,,cabinet@minsante.sn,
,,Plan Sesam Report 2009,The document is an activity report of the national plan sesam. It presents activities and health services offered to people aged over 60 years within the country.,Senegal,,Village,,Senegal Ministry of Health and Prevention,,http://www.sante.gouv.sn,Dr Mamadou Coumé,The Institution Provident Retreat Senegal,,,,,2009,Health,,,Link to resource (URL),Plan Sesam Report 2009,Report,http://www.sante.gouv.sn/IMG/pdf/rapportsesame,,,,Dr Mamadou Coume,,drcoume@ipres.sn,
,,Sentinel Surveillance On Ist/HIV/AIDS,"conducted on a yearly basis the surveillance of HIV and ISTs within Senegal. It provides information on the figures, HIV and IST prevalence among pregnant women, tuberculosis and ISTporters.  ",Senegal,,*UNKNOWN,,Senegal National Council of Fight Against AIDS,Senegal Ministry of Health and Prevention,http://www.cnls-senegal.org,,,,,,,2009,Health,,,No link,Bulletin De Surveillance Sentinelle Du Vih Et Des Ist,Report,not available,,,,Senegal National Council of Fight Against AIDS, +2218690909,,
,,Economic and Political Empowerment of Women Living With HIV/AIDS In Senegal,"This study examines the factors determining economic and political empowerment of women living with HIV/AIDS in Dakar Senegal. The report presents profile of WLAIDS, lists social factors and constraints influencing women's financial authonomy and access to decision making bodies. It also examines the legal environment mainly the recent law on HIV/AIDS and how it takes into account the needs of WLAIDS. Finally the report provides recommendations on how to improve WLAIDS economic and political authonomy. ",Senegal,,1st Administrative Level,,National Alliance Against AIDS in Senegal,"Society for Women and AIDS in Africa Senegal, ABOYA, CNLS",http://www.ancs.sn,Soukaye Dieng,,,,,,2010,Health,Gender,,No link,Autonomisation Economique Et Politique Des Femmes Vivant Avec Le Vih Au Senegal,Report,not available,,,,ANCS,221332218693011,statsenegal@ansd.sn,
,,The Feminization of HIV/AIDS In Senegal,"This report describes the influencing factors of HIV spraid amoung women in four regions senegal including Dakar, Ziguinchor, Kaolack and Saint-Louis. It analyses the current strategies and provides information on the corrective measures to reduce the feminisation of HIV.  ",Senegal,,2nd Administrative Level,,Family Health international Senegal,Senegal National Council of Fight Against AIDS,http://www.fhi-senegal.org,Soukaye Dieng Diop,,,,,,2010,Health,,,No link,Evaluation De La Feminisation Du Vih Au Senegal,Report,not available,,,,FHI Senegal,221338697000,,
,,Migration Internationale Et Droits Des Travailleurs Au Sénégal,"This report assesses the migration phenomenon
in Senegal. It focuses on the socio-economic and legal migrant workers established in Senegal with a particular focus on African communities
 and problems faced by Senegalese living abroad.
The report is threefold:
- provide tools for assessing the living conditions of populations engaged in long-distance migration, including their integration problems in order to
underscore the precarious status of migrant workers;
- identify the relevance of the International Convention on the Rights of migrants Workers
 and their families in the care of the difficulties
faced by migrants in host countries;
- documenting the Senegalese experience of ratification and implementation of that
Convention1.",Senegal,,Village,,UNESCO,Dakar University,http://www.unesco.org,Papa Demba Fall,Dakar University,,,,,2003,Public Sector,,,,Migration Internationale Et Droits Des Travailleurs Au Sénégal,Report,,,,,UNESCO,+33145681000,,
,,"Maps of Vulnerability, Interventions and Services","In 2006 the national council againts AIDS initiated an assessment of services, interventions and vulnerability to better address the AIDS epidemic in Senegal. Three maps were developped and described: i) caracteristics of vulnerability among various target groups (women, men, sex workers, fishermen, truck drivers...) and within geographic areas, 
 ii) the different types of interventions againts AIDS, their geographic distribution within the country, the constraints and assets and analyse of coordination machanisms

iii) the different services provided from HIV testingg to care and support to PLWAIDS and their geographic distribution within the country. The report analyses the institutional framework, involvement of the different stakeholders and provide recommendations for improvement. ",Senegal,,Village,,Senegal National Council of Fight Against AIDS,,http://www.cnls-senegal.org ,,,,,,,2005,Health,,,No link,"Maps of Vulnerability, Interventions and Services",Report,,,,,Senegal National Council of Fight Against AIDS, +2218690910,,
1,,Annual Reports of The Ministry of Health/Ghana Health Service,A compilation of results of various activities undertaken by the service. It includes morbidity and mortality data recorded in facilities of the service across the country,Ghana,,Region,,Ghana Health Service,,http://www.ghanahealthservice.org,,,,,,,,Health,,,By request,Annual Report,Report,,,,,Ghana Health Service,,info@ghsmail.org,
1,,"Ghana Living Standards Survey, 1991/92",The GLSS aims at providing general information on standards of living of Ghanaians on regular basis. Information is collected on patterns of household consumption and expenditure at a greater level of desegregation and it is intended to serve as the basis for the construction of the Consumer Price Index and for updating national accounts. ,Ghana,,Region,,Ghana Statistical Service,,http://www.statsghana.gov.gh ,,,,,,,,Education,Poverty,,By request,"Ghana Living Standards Survey, 1991/92",Report,,,,,Ghana Statistical Service,23321682623,,
1,,"Ghana Living Standards Survey, 1998/99",The GLSS aims at providing general information on standards of living of Ghanaians on regular basis. Information is collected on patterns of household consumption and expenditure at a greater level of desegregation and it is intended to serve as the basis for the construction of the Consumer Price Index and for updating national accounts. ,Ghana,,Region,,Ghana Statistical Service,World Bank,http://www.statsghana.gov.gh ,,,,,,,,Education,Poverty,Labor & Social Protection,Download,"Ghana Living Standards Survey, 1998/99",Report,,,,,Ghana Statistical Service,23321682623,,
1,,Survey of Insitution-Based Private Providers of Technical and Vocational Education and Training (Tvet) In Ghana,This was a study meant to assess facilities and resources available to private institutions that provide technical and vocational education at the pre-tertiary level ,Ghana,,District,,Ghana Ministry of Education,,http://www.ghana.gov.gh/index.php?option=com_content&view=article&id=331:ministry-of-education&catid=74:ministries&Itemid=224,,,,,,,,,,,,Survey of Insitution-Based Private Providers of Technical and Vocational Education and Training (Tvet) In Ghana,Report,,,,,Ghana Ministry of Education,233302662772,,
1,,2005 Civil Society Report,No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,2005 Civil Society Report,Report,,,,,,,,
1,,2005 Decentralisation Report,No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,2005 Decentralisation Report,Report,,,,,,,,
1,,"2005 Decentralisation,Public Sector,Civil Society Reports On AIDS","Provide information on the implementation of HIV/AIDS prevention, care and support services within the country by different government services, public and private sectors and civil society organizations involved in the fight againts AIDS.",Senegal,,District,,CNLS Senegal,Senegal Ministry of Health and Prevention,http://www.cnls-senegal.org,,,,,,,,,,,,"2005 Decentralisation,Public Sector,Civil Society Reports On AIDS",Report,,,,,,,,
1,,2005 Public Sector Report,No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,2005 Public Sector Report,Report,,,,,,,,
1,,2Nd National Agriculture Census,No description provided.,Senegal,,Village,,Senegal Agence National de la Statistique et de la Démographie,Senegal Ministry of Agriculture,http://www.ansd.sn/,,,,,,,,Agriculture & Rural Development,,,No link,2Nd National Agriculture Census,Report,,,,,Senegal Agence National de la Statistique et de la Démographie,,statsenegal@ansd.sn,
1,,"3-5 Periodic Reports On Cdaw Application By Senegal, January 2009",No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,"3-5 Periodic Reports On Cdaw Application By Senegal, January 2009",Report,,,,,,,,
1,,A Study On Policies and Practices With Regard To The Imposition of Levies By District Assemblies and The Provision of Water and Sanitation Facilities,No description provided.,Ghana,,Region,,Ghana Ministry of Education,,http://www.ghana.gov.gh/index.php?option=com_content&view=article&id=331:ministry-of-education&catid=74:ministries&Itemid=224,,,,,,,,,,,,A Study On Policies and Practices With Regard To The Imposition of Levies By District Assemblies and The Provision of Water and Sanitation Facilities,Report,,,,,Ghana Ministry of Education,233302662772,,
1,,Analysis of External Trade,No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,Analysis of External Trade,Report,,,,,,,,
1,,"Annual Report of Accounts 2005, 2006, 2007",No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,"Annual Report of Accounts 2005, 2006, 2007",Report,,,,,,,,
1,,"Annual Report of Accounts 2005, 2006, 2007",No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,"Annual Report of Accounts 2005, 2006, 2007",Report,,,,,,,,
1,,"Annual Report, 2003",No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,"Annual Report, 2003",Report,,,,,,,,
1,,"Annual Report, 2005",No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,"Annual Report, 2005",Report,,,,,,,,
1,,"Annual Report, 2006",No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,"Annual Report, 2006",Report,,,,,,,,
1,,"Audit Report On Market Attribution For 4 Ministries (Finance, Livestock Environment, Agriculture and Water)",No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,"Audit Report On Market Attribution For 4 Ministries (Finance, Livestock Environment, Agriculture and Water)",Report,,,,,,,,
1,,"Audit Reportof Public Markets, 2008",No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,"Audit Reportof Public Markets, 2008",Report,,,,,,,,
1,,Demand For Reproductive Health Services: The Case of Senegal *Note - Uses DHS Data - Stand-Alone Entry? ,No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,Demand For Reproductive Health Services: The Case of Senegal *Note - Uses DHS Data - Stand-Alone Entry? ,Report,,,,,,,,
1,,Economic and Political Empowerment of Women Living With HIV/AIDS In Senegal,No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,Economic and Political Empowerment of Women Living With HIV/AIDS In Senegal,Report,,,,,,,,
1,,Economic Situation 2002-2008 (7 Annual Reports),No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,Economic Situation 2002-2008 (7 Annual Reports),Report,,,,,,,,
1,,Evaluation Survey On The Impact of Cash Fund Transfers On The Project 'Nets' (Fight Against Malnutrition),No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,Evaluation Survey On The Impact of Cash Fund Transfers On The Project 'Nets' (Fight Against Malnutrition),Report,,,,,,,,
1,,Evaluation Survey On The Impact of Cash Fund Transfers On The Project 'Nets' (Fight Against Malnutrition),No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,Evaluation Survey On The Impact of Cash Fund Transfers On The Project 'Nets' (Fight Against Malnutrition),Report,,,,,,,,
1,,"Final Audit Report of Market Attribution of The Minister of Health and Preventive Medicine, 2004",No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,"Final Audit Report of Market Attribution of The Minister of Health and Preventive Medicine, 2004",Report,,,,,,,,
1,,"Final Audit Report of Market Attribution of The Ministry of Equipment and Transportation, 2004",No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,"Final Audit Report of Market Attribution of The Ministry of Equipment and Transportation, 2004",Report,,,,,,,,
1,,"Final Audit Report of Market Attribution of The Ministry of Housing and Building, 2004",No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,"Final Audit Report of Market Attribution of The Ministry of Housing and Building, 2004",Report,,,,,,,,
1,,"Final Audit Report of Market Attribution of The Ministry of Prevention, Public Hygiene, and Sanitation Management, 2004",No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,"Final Audit Report of Market Attribution of The Ministry of Prevention, Public Hygiene, and Sanitation Management, 2004",Report,,,,,,,,
1,,Financial and Economic Database,No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,Financial and Economic Database,Report,,,,,,,,
1,,Gender-Based Violence In The Southern Region of Senegal,No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,Gender-Based Violence In The Southern Region of Senegal,Report,,,,,,,,
1,,General Population and Housing Census (Rph Iv) ,Survey of all people living in Senegal to record population statistics at a given time,Senegal,,Region,,No organization listed,,,,,,,,,,Public Sector,,,,General Population and Housing Census (Rph Iv) ,Report,,,,,,,,
1,,Ghana AIDS Response Project (Garfund),A report written for the World Bank on multi-sectoral activities designed to combat the spread of HIV/AIDS as well as the impacts on those already affected ,Ghana,,Region,,World Bank Independent Evaluation Group,,http://ieg.worldbankgroup.org/content/ieg/en/home.html,,,,,,,,,,,,Ghana AIDS Response Project (Garfund),Report,,,,,World Bank Independent Evaluation Group,,ieg@worldbank.org,
1,,"Ghana Living Standards Survey, 1988/89","The GLSS aims at providing general information on standards of living of Ghanaians on regular basis. Since the first edition, four subsequent ones have been undertaken. Data is collected at three levels; household, individual, and community ",Ghana,,*UNKNOWN,,Ghana Statistical Service,,http://www.statsghana.gov.gh ,,,,,,,,,,,By request,"Ghana Living Standards Survey, 1988/89",Report,,,,,Ghana Statistical Service,23321682623,,
1,,Gross Domestic Product,No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,Gross Domestic Product,Report,,,,,,,,
1,,Gross Domestic Product Per Sector 2000-2005,"The first part of this report analyzes the macroeconomic indicators, the structure of sources and uses of GDP, growth in volume of sources and uses of GDP, the contribution of different activities to the GDP growth and employment. The second part consists of tables on macroeconomic indicators, gross domestic product and employment and the aggregates product. The information is current prices and constant 1999 prices for the last five years, relating to the GDP, actual final consumption, gross fixed capital formation, exports and imports of goods and services, the gross national income, the actual final consumption of households, indices and deflators, intermediate consumption and growth.",Senegal,,National,,Senegal Agence National de la Statistique et de la Démographie,Senegal Ministry of Finance and Economy,http://www.ansd.sn ,,,,,,,,Financial sector,Economic Policy and External Debt,Agriculture & Rural Development,Link to resource (URL),Gross Domestic Product Per Sector 2000-2005,Other,,,,,Senegal Agence National de la Statistique et de la Démographie,,statsenegal@ansd.sn,
1,,Guide To HIV Workplace Programmes 2007 ,"Desp te the fact that the epidemic has taken its toll on workplaces in every sector, the responses have in many instances been less than optimal. Therefore, the guide was developed to act as a practical, user-friendly resource to strengthen WPP.",Namibia,,County,,Namibia Ministry of Health and Social Services,,http://www.healthnet.org.na/,,,,,,,,Health,,,Download,Guide To HIV Workplace Programmes 2007 ,Report,,,,,Namibia Ministry of Health and Social Services,+264612039111,doccentre@mhss.gov.na,
1,,"Maps of Vulnerability, Interventions and Services",No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,"Maps of Vulnerability, Interventions and Services",Report,,,,,,,,
1,,"Mid-Term Review Report, 2005",No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,"Mid-Term Review Report, 2005",Report,,,,,,,,
1,,Ministry of Finance: Strategic Plan 2009/10 – 2013/2014 ,Description of the objectives and goals for the five years starting 2009/10.,Namibia,,County,,Namibia Ministry of Finance,,http://www.mof.gov.na/ ,,,,,,,,Public Sector,,,Download,Strategic Plan 2009/2010 To 2013/2014 ,Other,,,,,Namibia Ministry of Finance,+264612099111,,
1,,National Guidelines For Women Entrepreneurs ,No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,National Guidelines For Women Entrepreneurs ,Report,,,,,,,,
1,,"National Policy Letter On Microfinance, 2005-2010",No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,"National Policy Letter On Microfinance, 2005-2010",Report,,,,,,,,
1,,"National Strategy On Gender Equality and Equity, 2004-2005",No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,"National Strategy On Gender Equality and Equity, 2004-2005",Report,,,,,,,,
1,,Rapports Annuels Autorite De Regulation De L'audiovisuel ,No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,Rapports Annuels Autorite De Regulation De L'audiovisuel ,Report,,,,,,,,
1,,Sentinel Surveillance On Ist/HIV/AIDS,No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,Sentinel Surveillance On Ist/HIV/AIDS,Report,,,,,,,,
1,,Social Indicators Database,No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,Social Indicators Database,Report,,,,,,,,
1,,"Survey On Clients' Satisfaction About ""Cash Transfer""",No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,"Survey On Clients' Satisfaction About ""Cash Transfer""",Report,,,,,,,,
1,,"Survey On Family Structure and Poverty, 2008",No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,"Survey On Family Structure and Poverty, 2008",Report,,,,,,,,
1,,"Survey On The Household Expenses In The Capital, 2008",No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,"Survey On The Household Expenses In The Capital, 2008",Report,,,,,,,,
1,,"Survey On The Household Expenses In The Capital, 2008",No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,"Survey On The Household Expenses In The Capital, 2008",Report,,,,,,,,
1,,Survey/Test of Data Collection Tools In Civil Status,No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,Survey/Test of Data Collection Tools In Civil Status,Report,,,,,,,,
1,,The Feminization of HIV/AIDS In Senegal,No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,The Feminization of HIV/AIDS In Senegal,Report,,,,,,,,
1,,"Ungass Reports, 2008/2010",No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,"Ungass Reports, 2008/2010",Report,,,,,,,,
1,,Workplan National Strategy For Gender Equity and Equality 2009-2015,No description provided.,Senegal,,*UNKNOWN,,No organization listed,,,,,,,,,,,,,,Workplan National Strategy For Gender Equity and Equality 2009-2015,Report,,,,,,,,
