,2001 Population Census - Final Report - Otjozondjupa ,Population census report for the Otjozondjupa region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Final_report_Otjozondjupa[1].pdf,Report,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
,2001 Population Census - Detailed Tables - Otjozondjupa ,Population census tables for the Otjozondjupa region of Namibia for the year 2001,Namibia,,,Region,Central Bureau of Statisctics,National Planning Commission,http://www.npc.gov.na/ ,Central Bureau of Statisctics,,,,,,2003,Social Development,,,Link to resource (URL),Detailed_tables_Otjozondjupa[1].pdf,Data,http://www.npc.gov.na/npc/census_data.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
1,2010 Namibia Consumer Price Index (NCPI) ,,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/ ,National Planning Commission,,,,,,2010,Social Development,,,Link to resource (URL),,Data,http://www.npc.gov.na/npc/publications.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
1,NIDS Report - Revised 4 August 2010 ,,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/ ,National Planning Commission,,,,,,2010,Social Development,,,Link to resource (URL),NIDS_report_final_revised_04 August 2010[1],Report,http://www.npc.gov.na/npc/publications.html ,2006 Namibia Inter-censal Demographic Survey,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
1,"NPC - Highlights over the past 20 years, Foreword - March 2010 ",,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/ ,National Planning Commission,,,,,,2010,Social Development,,,Link to resource (URL),NPC_20year_Highlights_FW_March2010[1],Report,http://www.npc.gov.na/npc/publications.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
1,NPC - Highlights over the past 20 years - March 2010 ,,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/ ,National Planning Commission,,,,,,2010,Social Development,,,Link to resource (URL),NPC_20year_Highlights_March2010[1],Report,http://www.npc.gov.na/npc/publications.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
1,Economic challenges of Namibia ,An analysis of the economic challenges of Namibia and how the donor community should assist,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/ ,National Planning Commission,,,,,,,Social Development,,,Link to resource (URL),EconomicChallengesofNamibia[1],Report,http://www.npc.gov.na/npc/publications.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
1,Preliminary National Accounts 2008 ,Preliminary overview of Namibia's 2008 National Accounts ,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/ ,National Planning Commission,,,,,,2008,Public Sector,,,Link to resource (URL),Preliminary_National_Accounts_2008[1],Data,http://www.npc.gov.na/npc/publications.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
1,2003-04 NHIES Preliminary Report ,The Namibian National Household Income and Expediture Survey,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/ ,National Planning Commission,,,,,SIDA,2006,Social Development,,,Link to resource (URL),prenhies03_04[1],Report,http://www.npc.gov.na/npc/publications.html ,,,,"N.C. Kali, National Planning Commission",+264 61 283 4111,nkali@npc.gov.na 
1,GRN - CIVIC ORGANISATIONS PARTNERSHIP POLICY ,,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/ ,National Planning Commission,,,,,,2004,,,,Link to resource (URL),grn_co_policy[1],Other,http://www.npc.gov.na/npc/publications.html ,GOVERNMENT OF THE REPUBLIC OF NAMIBIA CIVIC ORGANISATIONS PARTNERSHIP POLICY,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
1,Namibia Millennium Development Goals - 2004 ,,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/ ,National Planning Commission,,,,,UNDP,2008,MDG,,,Link to resource (URL),NamibiaMDGR_04[1],Report,http://www.npc.gov.na/npc/publications.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
1,Second MDG Report : PROGRESS AT MID-TERM - September 2008 ,,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/ ,National Planning Commission,,,,,,2003,MDG,,,Link to resource (URL),MDG_Report_Sept2008[1],Report,http://www.npc.gov.na/npc/publications.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
1,Summary Report of the 2003 Donor Round Table Conference ,,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/ ,National Planning Commission,,,,,,2003,Aid Effectiveness,,,Link to resource (URL),2003DRTC_Report[1],Report,http://www.npc.gov.na/npc/publications.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
1,RPRP - Decentralised Demand Driven Actions - Guidelines for Grant Applicants ,,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/ ,National Planning Commission,,,,,,,Poverty,,,Link to resource (URL),EU_Call[1],Report,http://www.npc.gov.na/npc/publications.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
1,Rural Poverty Reduction Report  RPRP- Introductory Guidelines for Line Ministries On Decentralised Demand-Driven Actions Procedures ,,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/ ,National Planning Commission,,,,,,,Poverty,,,Link to resource (URL),lmsguides[1],Report,http://www.npc.gov.na/npc/publications.html ,,,,National Planning Commission,+264 61 283 4111,sdemas@npc.gov.na
1,MCA Namibia Program Proposal - Sept 2006 ,,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/ ,National Planning Commission,,,,,,,,,,Link to resource (URL),link broken,Other,http://www.npc.gov.na/npc/publications.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
1,Global Economic Environment and the Economy of Namibia ,,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/ ,National Planning Commission,,,,,,,,,,Link to resource (URL),GEE_and_Econ_of_Namibia[1],Report,http://www.npc.gov.na/npc/publications.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
1,A Review of Poverty and Inequality in Namibia 2008 ,,Namibia,,,,National Planning Commission,Central Burau of Statisctics,http://www.npc.gov.na/ ,National Planning Commission,,,,,,2008,Poverty,,,Link to resource (URL),Review_of_Poverty_and_Inequality_in_Namibia_2008[1],Report,http://www.npc.gov.na/npc/publications.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
1,"Quarterly Gross Domestic Product - First Quarter, 2009",,Namibia,,,,National Planning Commission,,http://www.npc.gov.na/ ,National Planning Commission,,,,,,2009,Public Sector,,,Link to resource (URL),Quarterly_GDP_Q1_2009[1],Other,http://www.npc.gov.na/npc/publications.html ,,,,National Planning Commission,+264 61 283 4111,info@npc.gov.na
1,,,,,,,,,,,,,,,,,,,,Link to resource (URL),,,,,,,National Planning Commission,,info@npc.gov.na
1,,,,,,,,,,,,,,,,,,,,Link to resource (URL),,,,,,,National Planning Commission,,info@npc.gov.na
1,Annual Budget for 2007-2008 Budget Brief,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,2006,Public Sector,,,Link to resource (URL),2007-08 Budget Brief[1],Report,http://www.mof.gov.na/download.htm ,,,,National Planning Commission,+264 61 209 9111,info@npc.gov.na
1,Annual Budget for 2007-08 Budget Speech,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,2006,Public Sector,,,Link to resource (URL),2007-08 Budget Speech[1],Report,http://www.mof.gov.na/download.htm ,,,,National Planning Commission,+264 61 209 9111,info@npc.gov.na
1,Annual Budget for 2007-08 Estimates of Revenue and Expenditure,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,2006,Public Sector,,,Link to resource (URL),2007-08 Estimates of Revenue and Expenditure[1],Report,http://www.mof.gov.na/download.htm ,,,,National Planning Commission,+264 61 209 9111,info@npc.gov.na
1,Annual Budget for 2007-08 Macroeconomic and Budgetary Framework,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,2006,Public Sector,,,Link to resource (URL),2007-08 Macroeconomic and Budgetary Framework[1],Report,http://www.mof.gov.na/download.htm ,,,,National Planning Commission,+264 61 209 9111,info@npc.gov.na
1,Annual Budget for 2007-08 Medium Term Expenditure Framework,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,2006,Public Sector,,,Link to resource (URL),2007-08 Medium Term Expenditure Framework[1],Report,http://www.mof.gov.na/download.htm ,,,,National Planning Commission,+264 61 209 9111,info@npc.gov.na
1,Annual Budget for MTEF 2006,Detailed information for all votes and sub devisions for main expenditure items covering the years 2006/07 and 2008/09,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,2006,Public Sector,,,Link to resource (URL),MTEF 2006[1],Report,http://www.mof.gov.na/download.htm ,,,,National Planning Commission,+264 61 209 9111,info@npc.gov.na
1,Annual Budget for Budget Speech 2006,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,2006,Public Sector,,,Link to resource (URL),Budget Speech 2006[1],Other,http://www.mof.gov.na/download.htm ,,,,National Planning Commission,+264 61 209 9111,info@npc.gov.na
1,Annual Budget for 2006-07 Estimates of Revenue and Expenditure,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,2006,Public Sector,,,Link to resource (URL),2006-07 Estimates of Revenue and Expenditure[1],Report,http://www.mof.gov.na/download.htm ,,,,National Planning Commission,+264 61 209 9111,info@npc.gov.na
1,Annual Budget for Macroeconomic Framework 2006-07 2008-09,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,2006,Public Sector,,,Link to resource (URL),Macroeconomic Framework  2006-07 2008-09[1],Report,http://www.mof.gov.na/download.htm ,,,,National Planning Commission,+264 61 209 9111,info@npc.gov.na
1,Annual Budget for 2006-07 Estimated of Revenue and Expenditure,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,2006,Public Sector,,,Link to resource (URL),Macroeconomic Framework  2006-07 2008-09[1],Report,http://www.mof.gov.na/download.htm ,,,,National Planning Commission,+264 61 209 9111,info@npc.gov.na
1,Annual Budget for Budget Brief 2006-07,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,2006,Public Sector,,,Link to resource (URL),Budget Brief 06_07[1],Report,http://www.mof.gov.na/download.htm ,,,,National Planning Commission,+264 61 209 9111,info@npc.gov.na
1,Annual budget for 2004-2005 Budget Statement,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,,Public Sector,,,Link to resource (URL),Budget Statement 2004-05[1],Report,http://www.mof.gov.na/download.htm ,,,,National Planning Commission,+264 61 209 9111,info@npc.gov.na
1,Annual budget for 2004-2005 Estimate for Revenue and Expenditure,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,,Public Sector,,,Link to resource (URL),Estimate of Revenue and Expenditure 2004 -2005[1],Report,http://www.mof.gov.na/download.htm ,,,,National Planning Commission,+264 61 209 9111,info@npc.gov.na
1,Annual budget for 2004-2005 Medium Term Expenditure,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,,Public Sector,,,Link to resource (URL),Medium Term Expenditure Framework 2004-05 to 2006-07[1],Report,http://www.mof.gov.na/download.htm ,,,,National Planning Commission,+264 61 209 9111,info@npc.gov.na
1,Annual budget for 2004-2005 Budget Summary,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,,Public Sector,,,Link to resource (URL),Budget Summary 2004-05 to 2006-07[1],Report,http://www.mof.gov.na/download.htm ,,,,National Planning Commission,+264 61 209 9111,info@npc.gov.na
1,Annual budget for 2005 / 06 - 2007 / 08 Budget Speech,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,,Public Sector,,,Link to resource (URL),2006-07 Revised Budget Speech[1],Report,http://www.mof.gov.na/download.htm ,,,,National Planning Commission,+264 61 209 9111,info@npc.gov.na
1,Annual budget for 2005 / 06 - 2007 / 08 Medium Term Expenditure Framework,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,,Public Sector,,,Link to resource (URL),Medium Term Expenditure Framework 2005-06 to 2007-08[1],Report,http://www.mof.gov.na/download.htm ,,,,National Planning Commission,+264 61 209 9111,info@npc.gov.na
1,Annual budget for 2005 / 06 - 2007 / 08 Estimate Revenue and Expenditure,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,,Public Sector,,,Link to resource (URL),Estimate of Revenue and Expenditure  2005-06[1],Report,http://www.mof.gov.na/download.htm ,,,,National Planning Commission,+264 61 209 9111,info@npc.gov.na
1,Annual Budget for Revised Budget Speech for 2006 – 2007,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,,Public Sector,,,Link to resource (URL),2006-07 Revised Budget Speech[1],Other,http://www.mof.gov.na/download.htm ,,,,National Planning Commission,+264 61 209 9111,info@npc.gov.na
1,Annual Budget for Revised Budget for 2006 - 2007,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,,Public Sector,,,Link to resource (URL),2006-07 Revised Budget[1],Report,http://www.mof.gov.na/download.htm ,,,,National Planning Commission,+264 61 209 9111,info@npc.gov.na
1,MOF Strategic Plan 2009/10 – 2013/2014 ,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,,Public Sector,,,Link to resource (URL),MoF strategic plan 2009-1[1],Other,,,,,National Planning Commission,+264 61 209 9111,info@npc.gov.na
1,MoHSS 2005-2006 Annual Report group 08_10_2007-Final[1],,Namibia,,,,Ministry of Health and Social Services,,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,,2005,Health,,,Link to resource (URL),MoHSS 20052006 Annual Report group 08_10_2007-Final[1],Report,http://www.healthnet.org.na/documents.html ,,,,,+264 61 203 9111,doccentre@mhss.gov.na
1,2000 Namibia Demographic & Health Survey Final Report,,Namibia,,,,Ministry of Health and Social Services,,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,,,Health,,,Link to resource (URL),2000 Namibia Demographic & Health Survey Final Report,Report,http://www.healthnet.org.na/documents.html ,,,,, ,doccentre@mhss.gov.na
1,Equity in health care in Namibia Towards needs based resource allocation formula,,Namibia,,,,Ministry of Health and Social Services,"WHO, EQUINET",http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,"Rockefeller Foundation, SIDA (Sweden)",2005,Health,,,Link to resource (URL),Equity in health care in Namibia Towards needs based resource allocation formula[1],Report,http://www.healthnet.org.na/documents.html ,,,,, ,doccentre@mhss.gov.na
1,Demographic and Health Survey 2006-2007,,Namibia,,,,Ministry of Health and Social Services,,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,,,Health,,,Link to resource (URL),Link broken,Report,http://www.healthnet.org.na/documents.html ,,,,, ,doccentre@mhss.gov.na
1,Namibia MDG Report 2004,,Namibia,,,,Ministry of Health and Social Services,,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,,,MDG,Health,,Link to resource (URL),Namibia_MDG_Report_2004[1],Report,http://www.healthnet.org.na/documents.html ,,,,, ,doccentre@mhss.gov.na
1,Namibia NHA Report 2003,,Namibia,,,,Ministry of Health and Social Services,WHO,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,,2003,Health,,,Link to resource (URL),Namibia NHA Report 2003[1],Report,http://www.healthnet.org.na/documents.html ,,,,,  ,doccentre@mhss.gov.na
1,Health in Namibia,,Namibia,,,,Ministry of Health and Social Services,,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,,,Health,,,Link to resource (URL),HINNAM,Report,http://www.healthnet.org.na/documents.html ,,,,, ,doccentre@mhss.gov.na
1,2006 National HIV Sentinel Survey Report,,Namibia,,,,Ministry of Health and Social Services,,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,,2007,Health,,,Link to resource (URL),2006 National HIV Sentinel Survey Report[1],Report,http://www.healthnet.org.na/documents.html ,,,,, ,doccentre@mhss.gov.na
1,2008 National HIV Sentinel Survey Report,,Namibia,,,,Ministry of Health and Social Services,,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,,2008,Health,,,Link to resource (URL),2008 National HIV Sentinel Survey Report[1],Report,http://www.healthnet.org.na/documents.html ,,,,, ,rm&e@nacop.net
1,Namibia NHA 2008 ReportS,,Namibia,,,,Ministry of Health and Social Services,,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,"USAid, WHO, Health Systems 20/20",2008,Health,,,Link to resource (URL),Namibia NHA 2008 Report[1],Report,http://www.healthnet.org.na/documents.html ,,,,, ,doccentre@mhss.gov.na
1,Joint GAMET/UNAIDS Monitoring and Evaluation Mission to Namibia ,,Namibia,,,,Ministry of Health and Social Services,,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,,2008,Health,,,Link to resource (URL),UNAIDS-GAMET M&E Namibia mission report Nov06[1],Report,http://www.healthnet.org.na/documents.html ,,,,, ,doccentre@mhss.gov.na
1,"Study on the Knowledge, Beliefs, Perceptions, Attitudes and Practices on Voluntary Non-remunarated Blood Bonations in Namibia",,Namibia,,,,Ministry of Health and Social Services,,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,CDC,2006,Health,,,Link to resource (URL),KAP STUDY[1][1],Report,http://www.healthnet.org.na/documents.html ,,,,, ,doccentre@mhss.gov.na
1,MoHSS Health System Review,,Namibia,,,,Ministry of Health and Social Services,,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,,2008,Health,,,Link to resource (URL),MoHSS Health System Review[1],Report,http://www.healthnet.org.na/documents.html ,,,,,+264 61 203 9111,doccentre@mhss.gov.na 
1,National Health Accounts,,Namibia,,,,Ministry of Health and Social Services,,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,,,Health,,,Link to resource (URL),National Health Accounts[1],Report,http://www.healthnet.org.na/documents.html ,,,,, ,doccentre@mhss.gov.na 
1,Strategic plan NEW,,Namibia,,,,Ministry of Health and Social Services,,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,,,Health,,,Link to resource (URL),link broken,Report,http://www.healthnet.org.na/documents.html ,,,,, ,doccentre@mhss.gov.na 
1,National Strategic Plan on HIV/Aids: Third Medium Term Plan (MTPIII) 2004 - 2009,,Namibia,,,,Ministry of Health and Social Services,,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,,2004,Health,,,Link to resource (URL),,Report,http://www.healthnet.org.na/documents.html ,,,,, ,doccentre@mhss.gov.na 
1,Mid Term Review of third medium term plan on HIV_AIDS ,,Namibia,,,,Ministry of Health and Social Services,,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,,2007,Health,,,Link to resource (URL),Mid Term Review of third medium term plan on HIV_AIDS[1],Report,http://www.healthnet.org.na/documents.html ,,,,, ,doccentre@mhss.gov.na 
1,Guide to HIV WPP final Nov07 ,,Namibia,,,,Ministry of Health and Social Services,,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,,,Health,,,Link to resource (URL),Not supported,Report,http://www.healthnet.org.na/documents.html ,,,,, ,doccentre@mhss.gov.na 
1,Estimate and Projections of the Impact of HIV_AIDS in Namibia ,,Namibia,,,,Ministry of Health and Social Services,,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,,2008,Health,,,Link to resource (URL),Estimate and Projections of the Impact of HIV_AIDS in Namibia[1],Report,http://www.healthnet.org.na/documents.html ,,,,, ,doccentre@mhss.gov.na 
1,A guide to HIV AIDS Workplace Programmes 08 ,"Guide developed to support workplaces across Namibia to design, implement and monitor HIV and Aids workplace programmes.",Namibia,,,,Ministry of Health and Social Services,,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,EU,2007,Labor & Social Protection,Health,,Link to resource (URL),A guide to HIV AIDS Workplace Programmes 08[1],Report,http://www.healthnet.org.na/documents.html ,,,,, ,doccentre@mhss.gov.na 
1,Guideline for the Clinical Management of HIV AIDS ,,Namibia,,,,Ministry of Health and Social Services,,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,,not indicated,Health,,,Link to resource (URL),Guideline for the clinical management[1],Report,http://www.healthnet.org.na/documents.html ,,,,, ,doccentre@mhss.gov.na 
1,Final National Policy on HIV - AIDS 30 March 2007 ,,Namibia,,,,Ministry of Health and Social Services,,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,,2007,Health,,,Link to resource (URL),Final National Policy on HIV - AIDS 30 March 2007[1],Report,http://www.healthnet.org.na/documents.html ,,,,, ,doccentre@mhss.gov.na 
1,Plan for National Multisectoral Monitoring & Evaluation of HIV/AIDS,,Namibia,,,,Ministry of Health and Social Services,"MRLGHRD, MoE, MGECW, OPM, NPC, NANASO, NABCOA, Lironga Eparu",http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,,not indicated,Health,,,Link to resource (URL),Final version M&E Plan[1],Report,http://www.healthnet.org.na/documents.html ,,,,, ,doccentre@mhss.gov.na 
1,National TB and HIV Targets ,"In line with global commitments to scale up HIV and TB interventions and in recognition of the need for strengthened accountability, Namibia engaged in a consultative process to develop a set of HIV and TB indicators and targets. These targets map the way toward achieving universal access of prevention, treatment, care and support for HIV and TB. This report describes the targets developed as well as the assumptions, obstacles and solutions for reaching those targets.",Namibia,,,,Ministry of Health and Social Services,,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,,2008,Health,,,Link to resource (URL),National TB and HIV Targets[1],Report,http://www.healthnet.org.na/documents.html ,,,,, ,doccentre@mhss.gov.na 
1,National Tuberculosis Control ,,Namibia,,,,Ministry of Health and Social Services,,http://www.healthnet.org.na/,Ministry of Health and Social Services,,,,,,not indicated,Health,,,Link to resource (URL),National Tuberculosis Control[1],Report,http://www.healthnet.org.na/documents.html ,,,,, ,doccentre@mhss.gov.na 
1,Plan for National Multisectoral Monitoring & Evaluation of HIV/AIDS ,,Namibia,,,,National Planning Commission,Ministry of Finance,http://www.npc.gov.na/,,,,,,,,,,,Link to resource (URL),,Report,http://www.npc.gov.na/cbs/cpinews/NCPI_September_2010.pdf ,,,,Administrator, ,admin@datauncovered.com
1,"Table 1: Namibia CPI - All Items Index, monthly and annual changes ",,Namibia,,,,National Planning Commission,Ministry of Finance,http://www.npc.gov.na/,,,,,,,,,,,Link to resource (URL),,Data,http://www.npc.gov.na/cbs/cpinews/Table_1.pdf ,,,,Administrator, ,admin@datauncovered.com
1,Table 2: Namibia CPI by Main Group and Subgroup,,Namibia,,,,National Planning Commission,Ministry of Finance,http://www.npc.gov.na/,,,,,,,,,,,Link to resource (URL),,Data,http://www.npc.gov.na/cbs/cpinews/Table_2.pdf ,,,,Administrator, ,admin@datauncovered.com
1,Table 3: Namibia CPI by Main Group ,,Namibia,,,,National Planning Commission,Ministry of Finance,http://www.npc.gov.na/,,,,,,,,,,,Link to resource (URL),,Data,http://www.npc.gov.na/cbs/cpinews/Table_3.pdf ,,,,Administrator, ,admin@datauncovered.com
1,,,,,,,,,,,,,,,,,,,,Link to resource (URL),,,,,,,Administrator, ,admin@datauncovered.com
1,2010/11Budget Speech,Statement for the 2010/11 budget presented by the Hon. Saara Kuugongelwa-Amadhila Minister of Finance,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,2010,Public Sector,,,Link to resource (URL),30 3 10_-_Budget_Speech_2010_vFINALtuesday[1],Other,http://www.mof.gov.na/Budget%20Documents/budget%202010/30%203%2010_-_Budget_Speech_2010_vFINALtuesday.pdf,Statement for the 2010/11 Budget,,,Administrator, ,admin@datauncovered.com
1,Macroeconomic Framework,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,2010,Public Sector,,,Link to resource (URL),Final_MACROECONOMIC_FRAMEWORK_10[1],,http://www.mof.gov.na/Budget%20Documents/budget%202010/Final_MACROECONOMIC_FRAMEWORK_10.pdf,MACROECONOMIC FRAMEWORK FOR 2010/11-2012/13 MTEF,,,Administrator, ,admin@datauncovered.com
1,Medium Term Expenditure Framework 2010/11-2011/12,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,2010,Public Sector,,,Link to resource (URL),201011 MTEF[1],Report,http://www.mof.gov.na/Budget%20Documents/budget%202010/201011%20MTEF.pdf,,,,Administrator, ,admin@datauncovered.com
1,Fiscal Policy Framework,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,2010,Public Sector,,,Link to resource (URL),FPF_29_03_10_Final[1],Other,http://www.mof.gov.na/Budget%20Documents/budget%202010/FPF_29_03_10_Final.pdf,FISCAL POLICY FRAMEWORK FOR 2010/11-2012/13 MTEF “Recovery and Sustainable Growth”,,,Administrator, ,admin@datauncovered.com
1,Accountability report,"The Accountability Report sets out how Ministries have succeeded in meeting those targets and explains how their actual expenditure compared with the plans included in the MTEF. Consequently, this report represents an important part of the democratic process, by enabling Parliament and citizens to hold the Government to account.",Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,2010,Public Sector,,,Link to resource (URL),Accountability Report 200809[1],Report,http://www.mof.gov.na/Budget%20Documents/budget%202010/Accountability%20Report%20200809.pdf,THE GOVERNMENT’S ACCOUNTABILITY REPORT 2008/09,,,Administrator, ,admin@datauncovered.com
1,Estimates Revenue and Expenditure,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,2010,Public Sector,,,Link to resource (URL),,Other,http://www.mof.gov.na/Budget%20Documents/budget%202010/201011%20Estimatesnew.pdf,,,,Administrator, ,admin@datauncovered.com
1,Budget Glance,,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,2010,Public Sector,,,Link to resource (URL),Budget_at_a_Glance_201011_-_201213tuesday[1],Other,http://www.mof.gov.na/Budget%20Documents/budget%202010/Budget_at_a_Glance_201011_-_201213tuesday.pdf,Namibia’s Budget at a Glance MTEF 2010/11 – 2012/13,,,Administrator, ,admin@datauncovered.com
1,Dinner Budget Statement ,Dinner Budget Statement Presented by Honourable Minister of Finance Ms. Saara Kuugongelwa-Amadhila 30th March 2010 ,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,2010,Public Sector,,,Link to resource (URL),30_3_10_Budget_Dinner_Statement_vFINAL[1],Other,http://www.mof.gov.na/Budget%20Documents/2008-09/Fiscal%20Policy%20Framework%2019%20March%202009.pdf,,,,Administrator, ,admin@datauncovered.com
1,Lunch Budget Statement: Development Budget,Lunch Budget Statement: Development Budget presented by Honourable Minister of Finance Ms. Saara Kuugongelwa-Amadhila 31st March 2010,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,2010,Public Sector,,,Link to resource (URL),Lunch_Development_Statement_31_03_10Final[1],Other,http://www.mof.gov.na/Budget%20Documents/2008-09/Fiscal%20Policy%20Framework%2019%20March%202009.pdf,,,,Administrator, ,admin@datauncovered.com
1,Deputy Minister's Speech,Statement to Parliament during the Budget Debate Presented by the Hon. C. Schlettwein Deputy Minister of Finance,Namibia,,,,Ministry of Finance,,http://www.mof.gov.na/ ,Ministry of Finance,,,,,,2010,Public Sector,,,Link to resource (URL),Version_VFF_-_Statememt_to_Parliament_for_13_04_10[1],Other,http://www.mof.gov.na/Budget%20Documents/2008-09/Fiscal%20Policy%20Framework%2019%20March%202009.pdf,,,,Administrator, ,admin@datauncovered.com
